co_seq_municipio,co_seq_macroregiao,co_seq_distrito,co_seq_mesoregiao,co_seq_uf,co_seq_regional,co_seq_polo,co_seq_microregiao,co_seq_consorcio,co_ibge,no_municipio,dst_centro_referencia,obs_municipio,dt_hr_ultima_alteracao,aut_ultima_alteracao,dt_hr_registro,aut_registro
3106,,,,32,,,,,3200706,Atilio Vivacqua,0,,20130501000000,Implantação,20130501000000,Implantação
3107,,,,32,,,,,3200805,Baixo Guandu,0,,20130501000000,Implantação,20130501000000,Implantação
3108,,,,32,,,,,3200904,Barra de São Francisco,0,,20130501000000,Implantação,20130501000000,Implantação
3109,,,,32,,,,,3201001,Boa Esperança,0,,20130501000000,Implantação,20130501000000,Implantação
3110,,,,32,,,,,3201100,Bom Jesus do Norte,0,,20130501000000,Implantação,20130501000000,Implantação
3111,,,,32,,,,,3201159,Brejetuba,0,,20130501000000,Implantação,20130501000000,Implantação
3112,,,,32,,,,,3201209,Cachoeiro de Itapemirim,0,,20130501000000,Implantação,20130501000000,Implantação
3113,,,,32,,,,,3201308,Cariacica,0,,20130501000000,Implantação,20130501000000,Implantação
3114,,,,32,,,,,3201407,Castelo,0,,20130501000000,Implantação,20130501000000,Implantação
3116,,,,32,,,,,3201605,Conceição da Barra,0,,20130501000000,Implantação,20130501000000,Implantação
3117,,,,32,,,,,3201704,Conceição do Castelo,0,,20130501000000,Implantação,20130501000000,Implantação
3118,,,,32,,,,,3201803,Divino de São Lourenço,0,,20130501000000,Implantação,20130501000000,Implantação
3119,,,,32,,,,,3201902,Domingos Martins,0,,20130501000000,Implantação,20130501000000,Implantação
3120,,,,32,,,,,3202009,Dores do Rio Preto,0,,20130501000000,Implantação,20130501000000,Implantação
3121,,,,32,,,,,3202108,Ecoporanga,0,,20130501000000,Implantação,20130501000000,Implantação
3122,,,,32,,,,,3202207,Fundão,0,,20130501000000,Implantação,20130501000000,Implantação
3123,,,,32,,,,,3202256,Governador Lindenberg,0,,20130501000000,Implantação,20130501000000,Implantação
3124,,,,32,,,,,3202306,Guaçuí,0,,20130501000000,Implantação,20130501000000,Implantação
3125,,,,32,,,,,3202405,Guarapari,0,,20130501000000,Implantação,20130501000000,Implantação
3126,,,,32,,,,,3202454,Ibatiba,0,,20130501000000,Implantação,20130501000000,Implantação
3127,,,,32,,,,,3202504,Ibiraçu,0,,20130501000000,Implantação,20130501000000,Implantação
3128,,,,32,,,,,3202553,Ibitirama,0,,20130501000000,Implantação,20130501000000,Implantação
3129,,,,32,,,,,3202603,Iconha,0,,20130501000000,Implantação,20130501000000,Implantação
3130,,,,32,,,,,3202652,Irupi,0,,20130501000000,Implantação,20130501000000,Implantação
3131,,,,32,,,,,3202702,Itaguaçu,0,,20130501000000,Implantação,20130501000000,Implantação
3132,,,,32,,,,,3202801,Itapemirim,0,,20130501000000,Implantação,20130501000000,Implantação
3133,,,,32,,,,,3202900,Itarana,0,,20130501000000,Implantação,20130501000000,Implantação
3134,,,,32,,,,,3203007,Iúna,0,,20130501000000,Implantação,20130501000000,Implantação
3135,,,,32,,,,,3203056,Jaguaré,0,,20130501000000,Implantação,20130501000000,Implantação
3136,,,,32,,,,,3203106,Jerônimo Monteiro,0,,20130501000000,Implantação,20130501000000,Implantação
3137,,,,32,,,,,3203130,João Neiva,0,,20130501000000,Implantação,20130501000000,Implantação
3138,,,,32,,,,,3203163,Laranja da Terra,0,,20130501000000,Implantação,20130501000000,Implantação
3139,,,,32,,,,,3203205,Linhares,0,,20130501000000,Implantação,20130501000000,Implantação
3140,,,,32,,,,,3203304,Mantenópolis,0,,20130501000000,Implantação,20130501000000,Implantação
3141,,,,32,,,,,3203320,Marataízes,0,,20130501000000,Implantação,20130501000000,Implantação
3142,,,,32,,,,,3203346,Marechal Floriano,0,,20130501000000,Implantação,20130501000000,Implantação
3143,,,,32,,,,,3203353,Marilândia,0,,20130501000000,Implantação,20130501000000,Implantação
3144,,,,32,,,,,3203403,Mimoso do Sul,0,,20130501000000,Implantação,20130501000000,Implantação
3145,,,,32,,,,,3203502,Montanha,0,,20130501000000,Implantação,20130501000000,Implantação
3146,,,,32,,,,,3203601,Mucurici,0,,20130501000000,Implantação,20130501000000,Implantação
3147,,,,32,,,,,3203700,Muniz Freire,0,,20130501000000,Implantação,20130501000000,Implantação
3148,,,,32,,,,,3203809,Muqui,0,,20130501000000,Implantação,20130501000000,Implantação
3149,,,,32,,,,,3203908,Nova Venécia,0,,20130501000000,Implantação,20130501000000,Implantação
3150,,,,32,,,,,3204005,Pancas,0,,20130501000000,Implantação,20130501000000,Implantação
3151,,,,32,,,,,3204054,Pedro Canário,0,,20130501000000,Implantação,20130501000000,Implantação
3152,,,,32,,,,,3204104,Pinheiros,0,,20130501000000,Implantação,20130501000000,Implantação
3153,,,,32,,,,,3204203,Piúma,0,,20130501000000,Implantação,20130501000000,Implantação
3154,,,,32,,,,,3204252,Ponto Belo,0,,20130501000000,Implantação,20130501000000,Implantação
3155,,,,32,,,,,3204302,Presidente Kennedy,0,,20130501000000,Implantação,20130501000000,Implantação
3156,,,,32,,,,,3204351,Rio Bananal,0,,20130501000000,Implantação,20130501000000,Implantação
3157,,,,32,,,,,3204401,Rio Novo do Sul,0,,20130501000000,Implantação,20130501000000,Implantação
3158,,,,32,,,,,3204500,Santa Leopoldina,0,,20130501000000,Implantação,20130501000000,Implantação
3159,,,,32,,,,,3204559,Santa Maria de Jetibá,0,,20130501000000,Implantação,20130501000000,Implantação
3160,,,,32,,,,,3204609,Santa Teresa,0,,20130501000000,Implantação,20130501000000,Implantação
3161,,,,32,,,,,3204658,São Domingos do Norte,0,,20130501000000,Implantação,20130501000000,Implantação
3162,,,,32,,,,,3204708,São Gabriel da Palha,0,,20130501000000,Implantação,20130501000000,Implantação
3163,,,,32,,,,,3204807,São José do Calçado,0,,20130501000000,Implantação,20130501000000,Implantação
3164,,,,32,,,,,3204906,São Mateus,0,,20130501000000,Implantação,20130501000000,Implantação
3165,,,,32,,,,,3204955,São Roque do Canaã,0,,20130501000000,Implantação,20130501000000,Implantação
3166,,,,32,,,,,3205002,Serra,0,,20130501000000,Implantação,20130501000000,Implantação
3167,,,,32,,,,,3205010,Sooretama,0,,20130501000000,Implantação,20130501000000,Implantação
3168,,,,32,,,,,3205036,Vargem Alta,0,,20130501000000,Implantação,20130501000000,Implantação
3169,,,,32,,,,,3205069,Venda Nova do Imigrante,0,,20130501000000,Implantação,20130501000000,Implantação
3170,,,,32,,,,,3205101,Viana,0,,20130501000000,Implantação,20130501000000,Implantação
3171,,,,32,,,,,3205150,Vila Pavão,0,,20130501000000,Implantação,20130501000000,Implantação
3172,,,,32,,,,,3205176,Vila Valério,0,,20130501000000,Implantação,20130501000000,Implantação
3173,,,,32,,,,,3205200,Vila Velha,0,,20130501000000,Implantação,20130501000000,Implantação
3174,,,,32,,,,,3205309,Vitória,0,,20130501000000,Implantação,20130501000000,Implantação
3175,,,,33,,,,,3300100,Angra dos Reis,0,,20130501000000,Implantação,20130501000000,Implantação
3176,,,,33,,,,,3300159,Aperibé,0,,20130501000000,Implantação,20130501000000,Implantação
3177,,,,33,,,,,3300209,Araruama,0,,20130501000000,Implantação,20130501000000,Implantação
3178,,,,33,,,,,3300225,Areal,0,,20130501000000,Implantação,20130501000000,Implantação
3179,,,,33,,,,,3300233,Armação dos Búzios,0,,20130501000000,Implantação,20130501000000,Implantação
3180,,,,33,,,,,3300258,Arraial do Cabo,0,,20130501000000,Implantação,20130501000000,Implantação
3181,,,,33,,,,,3300308,Barra do Piraí,0,,20130501000000,Implantação,20130501000000,Implantação
3182,,,,33,,,,,3300407,Barra Mansa,0,,20130501000000,Implantação,20130501000000,Implantação
3183,,,,33,,,,,3300456,Belford Roxo,0,,20130501000000,Implantação,20130501000000,Implantação
3184,,,,33,,,,,3300506,Bom Jardim,0,,20130501000000,Implantação,20130501000000,Implantação
3185,,,,33,,,,,3300605,Bom Jesus do Itabapoana,0,,20130501000000,Implantação,20130501000000,Implantação
3186,,,,33,,,,,3300704,Cabo Frio,0,,20130501000000,Implantação,20130501000000,Implantação
3187,,,,33,,,,,3300803,Cachoeiras de Macacu,0,,20130501000000,Implantação,20130501000000,Implantação
3188,,,,33,,,,,3300902,Cambuci,0,,20130501000000,Implantação,20130501000000,Implantação
3189,,,,33,,,,,3300936,Carapebus,0,,20130501000000,Implantação,20130501000000,Implantação
3190,,,,33,,,,,3300951,Comendador Levy Gasparian,0,,20130501000000,Implantação,20130501000000,Implantação
3191,,,,33,,,,,3301009,Campos dos Goytacazes,0,,20130501000000,Implantação,20130501000000,Implantação
3192,,,,33,,,,,3301108,Cantagalo,0,,20130501000000,Implantação,20130501000000,Implantação
3193,,,,33,,,,,3301157,Cardoso Moreira,0,,20130501000000,Implantação,20130501000000,Implantação
3194,,,,33,,,,,3301207,Carmo,0,,20130501000000,Implantação,20130501000000,Implantação
3195,,,,33,,,,,3301306,Casimiro de Abreu,0,,20130501000000,Implantação,20130501000000,Implantação
3196,,,,33,,,,,3301405,Conceição de Macabu,0,,20130501000000,Implantação,20130501000000,Implantação
3197,,,,33,,,,,3301504,Cordeiro,0,,20130501000000,Implantação,20130501000000,Implantação
3198,,,,33,,,,,3301603,Duas Barras,0,,20130501000000,Implantação,20130501000000,Implantação
3199,,,,33,,,,,3301702,Duque de Caxias,0,,20130501000000,Implantação,20130501000000,Implantação
3200,,,,33,,,,,3301801,Engenheiro Paulo de Frontin,0,,20130501000000,Implantação,20130501000000,Implantação
3201,,,,33,,,,,3301850,Guapimirim,0,,20130501000000,Implantação,20130501000000,Implantação
3202,,,,33,,,,,3301876,Iguaba Grande,0,,20130501000000,Implantação,20130501000000,Implantação
3203,,,,33,,,,,3301900,Itaboraí,0,,20130501000000,Implantação,20130501000000,Implantação
3204,,,,33,,,,,3302007,Itaguaí,0,,20130501000000,Implantação,20130501000000,Implantação
3205,,,,33,,,,,3302056,Italva,0,,20130501000000,Implantação,20130501000000,Implantação
3206,,,,33,,,,,3302106,Itaocara,0,,20130501000000,Implantação,20130501000000,Implantação
3207,,,,33,,,,,3302205,Itaperuna,0,,20130501000000,Implantação,20130501000000,Implantação
3208,,,,33,,,,,3302254,Itatiaia,0,,20130501000000,Implantação,20130501000000,Implantação
3209,,,,33,,,,,3302270,Japeri,0,,20130501000000,Implantação,20130501000000,Implantação
3210,,,,33,,,,,3302304,Laje do Muriaé,0,,20130501000000,Implantação,20130501000000,Implantação
3211,,,,33,,,,,3302403,Macaé,0,,20130501000000,Implantação,20130501000000,Implantação
3212,,,,33,,,,,3302452,Macuco,0,,20130501000000,Implantação,20130501000000,Implantação
3213,,,,33,,,,,3302502,Magé,0,,20130501000000,Implantação,20130501000000,Implantação
3214,,,,33,,,,,3302601,Mangaratiba,0,,20130501000000,Implantação,20130501000000,Implantação
3215,,,,33,,,,,3302700,Maricá,0,,20130501000000,Implantação,20130501000000,Implantação
3216,,,,33,,,,,3302809,Mendes,0,,20130501000000,Implantação,20130501000000,Implantação
3217,,,,33,,,,,3302858,Mesquita,0,,20130501000000,Implantação,20130501000000,Implantação
3218,,,,33,,,,,3302908,Miguel Pereira,0,,20130501000000,Implantação,20130501000000,Implantação
3219,,,,33,,,,,3303005,Miracema,0,,20130501000000,Implantação,20130501000000,Implantação
3220,,,,33,,,,,3303104,Natividade,0,,20130501000000,Implantação,20130501000000,Implantação
3221,,,,33,,,,,3303203,Nilópolis,0,,20130501000000,Implantação,20130501000000,Implantação
3222,,,,33,,,,,3303302,Niterói,0,,20130501000000,Implantação,20130501000000,Implantação
3223,,,,33,,,,,3303401,Nova Friburgo,0,,20130501000000,Implantação,20130501000000,Implantação
3224,,,,33,,,,,3303500,Nova Iguaçu,0,,20130501000000,Implantação,20130501000000,Implantação
3225,,,,33,,,,,3303609,Paracambi,0,,20130501000000,Implantação,20130501000000,Implantação
3226,,,,33,,,,,3303708,Paraíba do Sul,0,,20130501000000,Implantação,20130501000000,Implantação
3227,,,,33,,,,,3303807,Paraty,0,,20130501000000,Implantação,20130501000000,Implantação
3228,,,,33,,,,,3303856,Paty do Alferes,0,,20130501000000,Implantação,20130501000000,Implantação
3229,,,,33,,,,,3303906,Petrópolis,0,,20130501000000,Implantação,20130501000000,Implantação
3230,,,,33,,,,,3303955,Pinheiral,0,,20130501000000,Implantação,20130501000000,Implantação
3231,,,,33,,,,,3304003,Piraí,0,,20130501000000,Implantação,20130501000000,Implantação
3232,,,,33,,,,,3304102,Porciúncula,0,,20130501000000,Implantação,20130501000000,Implantação
3233,,,,33,,,,,3304110,Porto Real,0,,20130501000000,Implantação,20130501000000,Implantação
3234,,,,33,,,,,3304128,Quatis,0,,20130501000000,Implantação,20130501000000,Implantação
3235,,,,33,,,,,3304144,Queimados,0,,20130501000000,Implantação,20130501000000,Implantação
3236,,,,33,,,,,3304151,Quissamã,0,,20130501000000,Implantação,20130501000000,Implantação
3237,,,,33,,,,,3304201,Resende,0,,20130501000000,Implantação,20130501000000,Implantação
3238,,,,33,,,,,3304300,Rio Bonito,0,,20130501000000,Implantação,20130501000000,Implantação
3239,,,,33,,,,,3304409,Rio Claro,0,,20130501000000,Implantação,20130501000000,Implantação
3240,,,,33,,,,,3304508,Rio das Flores,0,,20130501000000,Implantação,20130501000000,Implantação
3241,,,,33,,,,,3304524,Rio das Ostras,0,,20130501000000,Implantação,20130501000000,Implantação
3242,,,,33,,,,,3304557,Rio de Janeiro,0,,20130501000000,Implantação,20130501000000,Implantação
3243,,,,33,,,,,3304607,Santa Maria Madalena,0,,20130501000000,Implantação,20130501000000,Implantação
3244,,,,33,,,,,3304706,Santo Antônio de Pádua,0,,20130501000000,Implantação,20130501000000,Implantação
3245,,,,33,,,,,3304755,São Francisco de Itabapoana,0,,20130501000000,Implantação,20130501000000,Implantação
3246,,,,33,,,,,3304805,São Fidélis,0,,20130501000000,Implantação,20130501000000,Implantação
3247,,,,33,,,,,3304904,São Gonçalo,0,,20130501000000,Implantação,20130501000000,Implantação
3248,,,,33,,,,,3305000,São João da Barra,0,,20130501000000,Implantação,20130501000000,Implantação
3249,,,,33,,,,,3305109,São João de Meriti,0,,20130501000000,Implantação,20130501000000,Implantação
3250,,,,33,,,,,3305133,São José de Ubá,0,,20130501000000,Implantação,20130501000000,Implantação
3251,,,,33,,,,,3305158,São José do Vale do Rio Preto,0,,20130501000000,Implantação,20130501000000,Implantação
3252,,,,33,,,,,3305208,São Pedro da Aldeia,0,,20130501000000,Implantação,20130501000000,Implantação
3253,,,,33,,,,,3305307,São Sebastião do Alto,0,,20130501000000,Implantação,20130501000000,Implantação
3254,,,,33,,,,,3305406,Sapucaia,0,,20130501000000,Implantação,20130501000000,Implantação
3255,,,,33,,,,,3305505,Saquarema,0,,20130501000000,Implantação,20130501000000,Implantação
3256,,,,33,,,,,3305554,Seropédica,0,,20130501000000,Implantação,20130501000000,Implantação
3257,,,,33,,,,,3305604,Silva Jardim,0,,20130501000000,Implantação,20130501000000,Implantação
3258,,,,33,,,,,3305703,Sumidouro,0,,20130501000000,Implantação,20130501000000,Implantação
3259,,,,33,,,,,3305752,Tanguá,0,,20130501000000,Implantação,20130501000000,Implantação
3260,,,,33,,,,,3305802,Teresópolis,0,,20130501000000,Implantação,20130501000000,Implantação
3261,,,,33,,,,,3305901,Trajano de Moraes,0,,20130501000000,Implantação,20130501000000,Implantação
3262,,,,33,,,,,3306008,Três Rios,0,,20130501000000,Implantação,20130501000000,Implantação
3263,,,,33,,,,,3306107,Valença,0,,20130501000000,Implantação,20130501000000,Implantação
3264,,,,33,,,,,3306156,Varre-Sai,0,,20130501000000,Implantação,20130501000000,Implantação
3265,,,,33,,,,,3306206,Vassouras,0,,20130501000000,Implantação,20130501000000,Implantação
3266,,,,33,,,,,3306305,Volta Redonda,0,,20130501000000,Implantação,20130501000000,Implantação
3267,,,,35,,,,,3500105,Adamantina,0,,20130501000000,Implantação,20130501000000,Implantação
3268,,,,35,,,,,3500204,Adolfo,0,,20130501000000,Implantação,20130501000000,Implantação
3269,,,,35,,,,,3500303,Aguaí,0,,20130501000000,Implantação,20130501000000,Implantação
3270,,,,35,,,,,3500402,Águas da Prata,0,,20130501000000,Implantação,20130501000000,Implantação
3271,,,,35,,,,,3500501,Águas de Lindóia,0,,20130501000000,Implantação,20130501000000,Implantação
3272,,,,35,,,,,3500550,Águas de Santa Bárbara,0,,20130501000000,Implantação,20130501000000,Implantação
3273,,,,35,,,,,3500600,Águas de São Pedro,0,,20130501000000,Implantação,20130501000000,Implantação
3274,,,,35,,,,,3500709,Agudos,0,,20130501000000,Implantação,20130501000000,Implantação
3275,,,,35,,,,,3500758,Alambari,0,,20130501000000,Implantação,20130501000000,Implantação
3276,,,,35,,,,,3500808,Alfredo Marcondes,0,,20130501000000,Implantação,20130501000000,Implantação
3277,,,,35,,,,,3500907,Altair,0,,20130501000000,Implantação,20130501000000,Implantação
3278,,,,35,,,,,3501004,Altinópolis,0,,20130501000000,Implantação,20130501000000,Implantação
3279,,,,35,,,,,3501103,Alto Alegre,0,,20130501000000,Implantação,20130501000000,Implantação
3280,,,,35,,,,,3501152,Alumínio,0,,20130501000000,Implantação,20130501000000,Implantação
3281,,,,35,,,,,3501202,Álvares Florence,0,,20130501000000,Implantação,20130501000000,Implantação
3282,,,,35,,,,,3501301,Álvares Machado,0,,20130501000000,Implantação,20130501000000,Implantação
3283,,,,35,,,,,3501400,Álvaro de Carvalho,0,,20130501000000,Implantação,20130501000000,Implantação
3284,,,,35,,,,,3501509,Alvinlândia,0,,20130501000000,Implantação,20130501000000,Implantação
3285,,,,35,,,,,3501608,Americana,0,,20130501000000,Implantação,20130501000000,Implantação
3286,,,,35,,,,,3501707,Américo Brasiliense,0,,20130501000000,Implantação,20130501000000,Implantação
3287,,,,35,,,,,3501806,Américo de Campos,0,,20130501000000,Implantação,20130501000000,Implantação
3288,,,,35,,,,,3501905,Amparo,0,,20130501000000,Implantação,20130501000000,Implantação
3289,,,,35,,,,,3502002,Analândia,0,,20130501000000,Implantação,20130501000000,Implantação
3290,,,,35,,,,,3502101,Andradina,0,,20130501000000,Implantação,20130501000000,Implantação
3291,,,,35,,,,,3502200,Angatuba,0,,20130501000000,Implantação,20130501000000,Implantação
3292,,,,35,,,,,3502309,Anhembi,0,,20130501000000,Implantação,20130501000000,Implantação
3293,,,,35,,,,,3502408,Anhumas,0,,20130501000000,Implantação,20130501000000,Implantação
3294,,,,35,,,,,3502507,Aparecida,0,,20130501000000,Implantação,20130501000000,Implantação
3295,,,,35,,,,,3502606,Aparecida d'Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
3296,,,,35,,,,,3502705,Apiaí,0,,20130501000000,Implantação,20130501000000,Implantação
3297,,,,35,,,,,3502754,Araçariguama,0,,20130501000000,Implantação,20130501000000,Implantação
3298,,,,35,,,,,3502804,Araçatuba,0,,20130501000000,Implantação,20130501000000,Implantação
3299,,,,35,,,,,3502903,Araçoiaba da Serra,0,,20130501000000,Implantação,20130501000000,Implantação
3300,,,,35,,,,,3503000,Aramina,0,,20130501000000,Implantação,20130501000000,Implantação
3301,,,,35,,,,,3503109,Arandu,0,,20130501000000,Implantação,20130501000000,Implantação
3302,,,,35,,,,,3503158,Arapeí,0,,20130501000000,Implantação,20130501000000,Implantação
3303,,,,35,,,,,3503208,Araraquara,0,,20130501000000,Implantação,20130501000000,Implantação
3304,,,,35,,,,,3503307,Araras,0,,20130501000000,Implantação,20130501000000,Implantação
3305,,,,35,,,,,3503356,Arco-Íris,0,,20130501000000,Implantação,20130501000000,Implantação
3306,,,,35,,,,,3503406,Arealva,0,,20130501000000,Implantação,20130501000000,Implantação
3307,,,,35,,,,,3503505,Areias,0,,20130501000000,Implantação,20130501000000,Implantação
3308,,,,35,,,,,3503604,Areiópolis,0,,20130501000000,Implantação,20130501000000,Implantação
3309,,,,35,,,,,3503703,Ariranha,0,,20130501000000,Implantação,20130501000000,Implantação
3310,,,,35,,,,,3503802,Artur Nogueira,0,,20130501000000,Implantação,20130501000000,Implantação
3311,,,,35,,,,,3503901,Arujá,0,,20130501000000,Implantação,20130501000000,Implantação
3312,,,,35,,,,,3503950,Aspásia,0,,20130501000000,Implantação,20130501000000,Implantação
3313,,,,35,,,,,3504008,Assis,0,,20130501000000,Implantação,20130501000000,Implantação
3314,,,,35,,,,,3504107,Atibaia,0,,20130501000000,Implantação,20130501000000,Implantação
3315,,,,35,,,,,3504206,Auriflama,0,,20130501000000,Implantação,20130501000000,Implantação
3316,,,,35,,,,,3504305,Avaí,0,,20130501000000,Implantação,20130501000000,Implantação
3317,,,,35,,,,,3504404,Avanhandava,0,,20130501000000,Implantação,20130501000000,Implantação
3318,,,,35,,,,,3504503,Avaré,0,,20130501000000,Implantação,20130501000000,Implantação
3319,,,,35,,,,,3504602,Bady Bassitt,0,,20130501000000,Implantação,20130501000000,Implantação
3320,,,,35,,,,,3504701,Balbinos,0,,20130501000000,Implantação,20130501000000,Implantação
3321,,,,35,,,,,3504800,Bálsamo,0,,20130501000000,Implantação,20130501000000,Implantação
3322,,,,35,,,,,3504909,Bananal,0,,20130501000000,Implantação,20130501000000,Implantação
3323,,,,35,,,,,3505005,Barão de Antonina,0,,20130501000000,Implantação,20130501000000,Implantação
3324,,,,35,,,,,3505104,Barbosa,0,,20130501000000,Implantação,20130501000000,Implantação
3325,,,,35,,,,,3505203,Bariri,0,,20130501000000,Implantação,20130501000000,Implantação
3326,,,,35,,,,,3505302,Barra Bonita,0,,20130501000000,Implantação,20130501000000,Implantação
3327,,,,35,,,,,3505351,Barra do Chapéu,0,,20130501000000,Implantação,20130501000000,Implantação
3328,,,,35,,,,,3505401,Barra do Turvo,0,,20130501000000,Implantação,20130501000000,Implantação
3329,,,,35,,,,,3505500,Barretos,0,,20130501000000,Implantação,20130501000000,Implantação
3330,,,,35,,,,,3505609,Barrinha,0,,20130501000000,Implantação,20130501000000,Implantação
3331,,,,35,,,,,3505708,Barueri,0,,20130501000000,Implantação,20130501000000,Implantação
3332,,,,35,,,,,3505807,Bastos,0,,20130501000000,Implantação,20130501000000,Implantação
3333,,,,35,,,,,3505906,Batatais,0,,20130501000000,Implantação,20130501000000,Implantação
3334,,,,35,,,,,3506003,Bauru,0,,20130501000000,Implantação,20130501000000,Implantação
3335,,,,35,,,,,3506102,Bebedouro,0,,20130501000000,Implantação,20130501000000,Implantação
3336,,,,35,,,,,3506201,Bento de Abreu,0,,20130501000000,Implantação,20130501000000,Implantação
3337,,,,35,,,,,3506300,Bernardino de Campos,0,,20130501000000,Implantação,20130501000000,Implantação
3338,,,,35,,,,,3506359,Bertioga,0,,20130501000000,Implantação,20130501000000,Implantação
3339,,,,35,,,,,3506409,Bilac,0,,20130501000000,Implantação,20130501000000,Implantação
3340,,,,35,,,,,3506508,Birigui,0,,20130501000000,Implantação,20130501000000,Implantação
3341,,,,35,,,,,3506607,Biritiba-Mirim,0,,20130501000000,Implantação,20130501000000,Implantação
3342,,,,35,,,,,3506706,Boa Esperança do Sul,0,,20130501000000,Implantação,20130501000000,Implantação
3343,,,,35,,,,,3506805,Bocaina,0,,20130501000000,Implantação,20130501000000,Implantação
3344,,,,35,,,,,3506904,Bofete,0,,20130501000000,Implantação,20130501000000,Implantação
3345,,,,35,,,,,3507001,Boituva,0,,20130501000000,Implantação,20130501000000,Implantação
3346,,,,35,,,,,3507100,Bom Jesus dos Perdões,0,,20130501000000,Implantação,20130501000000,Implantação
3347,,,,35,,,,,3507159,Bom Sucesso de Itararé,0,,20130501000000,Implantação,20130501000000,Implantação
3348,,,,35,,,,,3507209,Borá,0,,20130501000000,Implantação,20130501000000,Implantação
3349,,,,35,,,,,3507308,Boracéia,0,,20130501000000,Implantação,20130501000000,Implantação
3350,,,,35,,,,,3507407,Borborema,0,,20130501000000,Implantação,20130501000000,Implantação
3351,,,,35,,,,,3507456,Borebi,0,,20130501000000,Implantação,20130501000000,Implantação
3352,,,,35,,,,,3507506,Botucatu,0,,20130501000000,Implantação,20130501000000,Implantação
3353,,,,35,,,,,3507605,Bragança Paulista,0,,20130501000000,Implantação,20130501000000,Implantação
3354,,,,35,,,,,3507704,Braúna,0,,20130501000000,Implantação,20130501000000,Implantação
3355,,,,35,,,,,3507753,Brejo Alegre,0,,20130501000000,Implantação,20130501000000,Implantação
3356,,,,35,,,,,3507803,Brodowski,0,,20130501000000,Implantação,20130501000000,Implantação
3357,,,,35,,,,,3507902,Brotas,0,,20130501000000,Implantação,20130501000000,Implantação
3358,,,,35,,,,,3508009,Buri,0,,20130501000000,Implantação,20130501000000,Implantação
3359,,,,35,,,,,3508108,Buritama,0,,20130501000000,Implantação,20130501000000,Implantação
3360,,,,35,,,,,3508207,Buritizal,0,,20130501000000,Implantação,20130501000000,Implantação
3361,,,,35,,,,,3508306,Cabrália Paulista,0,,20130501000000,Implantação,20130501000000,Implantação
3362,,,,35,,,,,3508405,Cabreúva,0,,20130501000000,Implantação,20130501000000,Implantação
3363,,,,35,,,,,3508504,Caçapava,0,,20130501000000,Implantação,20130501000000,Implantação
3364,,,,35,,,,,3508603,Cachoeira Paulista,0,,20130501000000,Implantação,20130501000000,Implantação
3365,,,,35,,,,,3508702,Caconde,0,,20130501000000,Implantação,20130501000000,Implantação
3366,,,,35,,,,,3508801,Cafelândia,0,,20130501000000,Implantação,20130501000000,Implantação
3367,,,,35,,,,,3508900,Caiabu,0,,20130501000000,Implantação,20130501000000,Implantação
3368,,,,35,,,,,3509007,Caieiras,0,,20130501000000,Implantação,20130501000000,Implantação
3369,,,,35,,,,,3509106,Caiuá,0,,20130501000000,Implantação,20130501000000,Implantação
3370,,,,35,,,,,3509205,Cajamar,0,,20130501000000,Implantação,20130501000000,Implantação
3371,,,,35,,,,,3509254,Cajati,0,,20130501000000,Implantação,20130501000000,Implantação
3372,,,,35,,,,,3509304,Cajobi,0,,20130501000000,Implantação,20130501000000,Implantação
3373,,,,35,,,,,3509403,Cajuru,0,,20130501000000,Implantação,20130501000000,Implantação
3374,,,,35,,,,,3509452,Campina do Monte Alegre,0,,20130501000000,Implantação,20130501000000,Implantação
3375,,,,35,,,,,3509502,Campinas,0,,20130501000000,Implantação,20130501000000,Implantação
3376,,,,35,,,,,3509601,Campo Limpo Paulista,0,,20130501000000,Implantação,20130501000000,Implantação
3377,,,,35,,,,,3509700,Campos do Jordão,0,,20130501000000,Implantação,20130501000000,Implantação
3378,,,,35,,,,,3509809,Campos Novos Paulista,0,,20130501000000,Implantação,20130501000000,Implantação
3379,,,,35,,,,,3509908,Cananéia,0,,20130501000000,Implantação,20130501000000,Implantação
3380,,,,35,,,,,3509957,Canas,0,,20130501000000,Implantação,20130501000000,Implantação
3381,,,,35,,,,,3510005,Cândido Mota,0,,20130501000000,Implantação,20130501000000,Implantação
3382,,,,35,,,,,3510104,Cândido Rodrigues,0,,20130501000000,Implantação,20130501000000,Implantação
3383,,,,35,,,,,3510153,Canitar,0,,20130501000000,Implantação,20130501000000,Implantação
3384,,,,35,,,,,3510203,Capão Bonito,0,,20130501000000,Implantação,20130501000000,Implantação
3385,,,,35,,,,,3510302,Capela do Alto,0,,20130501000000,Implantação,20130501000000,Implantação
3386,,,,35,,,,,3510401,Capivari,0,,20130501000000,Implantação,20130501000000,Implantação
3387,,,,35,,,,,3510500,Caraguatatuba,0,,20130501000000,Implantação,20130501000000,Implantação
3388,,,,35,,,,,3510609,Carapicuíba,0,,20130501000000,Implantação,20130501000000,Implantação
3389,,,,35,,,,,3510708,Cardoso,0,,20130501000000,Implantação,20130501000000,Implantação
3390,,,,35,,,,,3510807,Casa Branca,0,,20130501000000,Implantação,20130501000000,Implantação
3391,,,,35,,,,,3510906,Cássia dos Coqueiros,0,,20130501000000,Implantação,20130501000000,Implantação
